Year,Win.Score,Lose.Score,Total.Score
1994,12,11,23
1994,8,1,9
1994,5,4,9
1994,5,4,9
1994,4,11,15
1994,6,1,7
1994,7,3,10
1994,5,10,15
1994,9,8,17
1994,8,7,15
1994,7,1,8
1994,5,1,6
1994,2,1,3
1994,7,6,13
1994,7,12,19
1994,7,6,13
1994,3,2,5
1994,5,1,6
1994,2,1,3
1994,7,2,9
1994,9,8,17
1994,2,10,12
1994,5,1,6
1994,11,1,12
1994,4,10,14
1994,4,3,7
1994,6,5,11
1994,9,8,17
1994,9,10,19
1994,3,11,14
1994,5,3,8
1994,7,4,11
1994,6,4,10
1994,6,10,16
1994,8,7,15
1994,8,6,14
1994,3,0,3
1994,2,1,3
1994,6,4,10
1994,4,3,7
1994,7,6,13
1994,6,5,11
1994,7,6,13
1994,4,10,14
1994,3,1,4
1994,6,2,8
1994,5,0,5
1994,11,10,21
1994,6,2,8
1994,1,0,1
1994,5,2,7
1994,9,4,13
1994,6,5,11
1994,3,2,5
1994,4,2,6
1994,8,3,11
1994,5,3,8
1994,4,3,7
1994,9,2,11
1994,6,4,10
1994,6,4,10
1994,3,1,4
1994,7,3,10
1994,9,7,16
1994,7,14,21
1994,6,3,9
1994,8,0,8
1994,6,1,7
1994,4,3,7
1994,3,2,5
1994,4,3,7
1994,3,0,3
1994,4,3,7
1994,4,2,6
1994,7,10,17
1994,7,14,21
1994,4,11,15
1994,6,10,16
1994,8,6,14
1994,1,0,1
1994,2,10,12
1994,5,0,5
1994,9,1,10
1994,5,0,5
1994,5,4,9
1994,7,6,13
1994,9,3,12
1994,6,12,18
1994,8,2,10
1994,4,1,5
1994,9,10,19
1994,7,5,12
1994,6,1,7
1994,3,10,13
1994,10,0,10
1994,9,2,11
1994,9,10,19
1994,6,12,18
1994,6,12,18
1994,6,11,17
1994,3,1,4
1994,5,2,7
1994,4,3,7
1994,7,0,7
1994,8,5,13
1994,5,2,7
1994,5,3,8
1994,9,3,12
1994,4,1,5
1994,3,2,5
1994,4,3,7
1994,4,2,6
1994,7,1,8
1994,5,1,6
1994,9,4,13
1994,5,1,6
1994,4,0,4
1994,4,10,14
1994,2,1,3
1994,6,13,19
1994,4,3,7
1994,3,1,4
1994,5,2,7
1994,3,10,13
1994,9,6,15
1994,6,2,8
1994,6,4,10
1994,9,4,13
1994,5,10,15
1994,2,1,3
1994,3,14,17
1994,8,7,15
1994,7,2,9
1994,4,2,6
1994,3,1,4
1994,4,3,7
1994,3,1,4
1994,4,2,6
1994,5,4,9
1994,6,10,16
1994,7,1,8
1994,6,2,8
1994,4,3,7
1994,4,3,7
1994,4,2,6
1994,5,4,9
1994,4,2,6
1994,5,2,7
1994,4,1,5
1994,7,6,13
1994,4,13,17
1994,6,4,10
1994,4,3,7
1994,9,3,12
1994,8,7,15
1994,9,5,14
1994,2,1,3
1994,8,3,11
1994,3,0,3
1994,4,3,7
1994,5,2,7
1994,7,0,7
1994,5,4,9
1994,6,4,10
1994,2,0,2
1994,3,13,16
1994,4,3,7
1994,6,5,11
1994,4,12,16
1994,7,3,10
1994,5,2,7
1994,3,2,5
1994,9,5,14
1994,8,6,14
1994,4,3,7
1994,14,0,14
1994,3,2,5
1994,6,5,11
1994,5,3,8
1994,8,7,15
1994,7,4,11
1994,7,3,10
1994,5,3,8
1994,4,10,14
1994,4,2,6
1994,8,3,11
1994,7,11,18
1994,4,3,7
1994,5,10,15
1994,5,1,6
1994,3,2,5
1994,9,4,13
1994,6,1,7
1994,5,4,9
1994,9,2,11
1994,5,3,8
1994,7,6,13
1994,6,5,11
1994,6,4,10
1994,5,1,6
1994,7,2,9
1994,9,1,10
1994,9,6,15
1994,8,2,10
1994,2,1,3
1994,7,3,10
1994,5,3,8
1994,3,2,5
1994,6,3,9
1994,4,3,7
1994,8,1,9
1994,5,2,7
1994,6,4,10
1994,8,3,11
1994,2,1,3
1994,8,2,10
1994,8,13,21
1994,7,3,10
1994,6,4,10
1994,9,2,11
1994,3,2,5
1994,7,1,8
1994,6,10,16
1994,2,14,16
1994,5,3,8
1994,8,7,15
1994,7,3,10
1994,7,3,10
1994,2,1,3
1994,4,1,5
1994,4,3,7
1994,3,2,5
1994,8,11,19
1994,8,10,18
1994,7,5,12
1994,7,5,12
1994,4,3,7
1994,2,0,2
1994,7,2,9
1994,4,15,19
1994,7,13,20
1994,5,2,7
1994,4,2,6
1994,5,4,9
1994,9,0,9
1994,6,10,16
1994,7,1,8
1994,9,3,12
1994,4,2,6
1994,2,1,3
1994,5,10,15
1994,5,2,7
1994,3,2,5
1994,6,10,16
1994,4,1,5
1994,5,3,8
1994,6,4,10
1994,10,1,11
1994,4,3,7
1994,9,7,16
1994,9,0,9
1994,4,14,18
1994,3,1,4
1994,4,13,17
1994,9,10,19
1994,5,3,8
1994,6,5,11
1994,6,3,9
1994,15,12,27
1994,2,0,2
1994,9,2,11
1994,7,6,13
1994,5,3,8
1994,7,5,12
1994,3,2,5
1994,7,5,12
1994,7,4,11
1994,6,4,10
1994,5,10,15
1994,5,13,18
1994,3,12,15
1994,6,1,7
1994,10,0,10
1994,4,3,7
1994,4,3,7
1994,7,4,11
1994,6,2,8
1994,5,2,7
1994,13,10,23
1994,4,2,6
1994,8,4,12
1994,3,0,3
1994,8,7,15
1994,13,11,24
1994,9,8,17
1994,2,0,2
1994,11,1,12
1994,5,2,7
1994,5,4,9
1994,1,0,1
1994,9,2,11
1994,5,4,9
1994,9,2,11
1994,7,11,18
1994,6,5,11
1994,6,13,19
1994,7,3,10
1994,4,3,7
1994,6,3,9
1994,6,1,7
1994,9,3,12
1994,6,3,9
1994,3,12,15
1994,7,6,13
1994,9,8,17
1994,4,0,4
1994,5,2,7
1994,4,1,5
1994,6,5,11
1994,8,2,10
1994,6,3,9
1994,5,4,9
1994,4,3,7
1994,7,4,11
1994,5,0,5
1994,3,2,5
1994,3,2,5
1994,6,5,11
1994,6,3,9
1994,7,2,9
1994,3,1,4
1994,2,11,13
1994,5,4,9
1994,4,1,5
1994,11,0,11
1994,5,1,6
1994,2,0,2
1994,4,2,6
1994,6,3,9
1994,7,1,8
1994,8,5,13
1994,9,1,10
1994,8,2,10
1994,6,4,10
1994,3,0,3
1994,4,2,6
1994,6,4,10
1994,6,4,10
1994,13,1,14
1994,6,10,16
1994,7,4,11
1994,8,6,14
1994,7,6,13
1994,5,3,8
1994,8,5,13
1994,4,2,6
1994,6,4,10
1994,7,4,11
1994,8,1,9
1994,6,4,10
1994,6,2,8
1994,4,3,7
1994,5,10,15
1994,7,1,8
1994,7,4,11
1994,5,3,8
1994,4,10,14
1994,9,2,11
1994,6,0,6
1994,6,5,11
1994,9,1,10
1994,8,10,18
1994,3,2,5
1994,7,10,17
1994,8,4,12
1994,6,5,11
1994,5,12,17
1994,9,10,19
1994,8,7,15
1994,7,5,12
1994,4,1,5
1994,3,11,14
1994,7,1,8
1994,3,1,4
1994,3,1,4
1994,4,1,5
1994,4,3,7
1994,9,4,13
1994,9,2,11
1994,4,1,5
1994,7,4,11
1994,1,0,1
1994,5,0,5
1994,7,2,9
1994,5,2,7
1994,4,2,6
1994,5,3,8
1994,1,0,1
1994,3,10,13
1994,3,2,5
1994,5,1,6
1994,4,0,4
1994,5,4,9
1994,5,2,7
1994,4,3,7
1994,7,2,9
1994,5,4,9
1994,6,4,10
1994,8,4,12
1994,5,3,8
1994,7,5,12
1994,5,2,7
1994,4,1,5
1994,4,1,5
1994,8,4,12
1994,8,3,11
1994,5,3,8
1994,5,2,7
1994,7,5,12
1994,5,1,6
1994,4,2,6
1994,2,14,16
1994,7,3,10
1994,5,4,9
1994,6,1,7
1994,6,5,11
1994,3,2,5
1994,7,6,13
1994,6,4,10
1994,7,10,17
1994,4,14,18
1994,9,5,14
1994,6,4,10
1994,5,2,7
1994,8,1,9
1994,5,4,9
1994,4,13,17
1994,9,5,14
1994,7,1,8
1994,4,1,5
1994,6,4,10
1994,2,1,3
1994,9,4,13
1994,9,7,16
1994,4,3,7
1994,6,2,8
1994,4,3,7
1994,8,5,13
1994,6,2,8
1994,8,3,11
1994,4,2,6
1994,5,4,9
1994,8,3,11
1994,1,0,1
1994,3,2,5
1994,4,2,6
1994,4,3,7
1994,8,7,15
1994,2,10,12
1994,3,2,5
1994,9,12,21
1994,3,1,4
1994,6,4,10
1994,7,6,13
1994,7,1,8
1994,10,0,10
1994,5,4,9
1994,4,1,5
1994,3,2,5
1994,9,7,16
1994,6,2,8
1994,7,2,9
1994,8,4,12
1994,9,8,17
1994,7,4,11
1994,2,1,3
1994,9,5,14
1994,4,2,6
1994,2,1,3
1994,4,3,7
1994,8,3,11
1994,3,2,5
1994,7,0,7
1994,4,17,21
1994,8,11,19
1994,5,2,7
1994,4,2,6
1994,5,1,6
1994,5,0,5
1994,6,2,8
1994,5,2,7
1994,1,0,1
1994,5,3,8
1994,9,2,11
1994,7,3,10
1994,5,1,6
1994,4,1,5
1994,5,3,8
1994,4,2,6
1994,6,16,22
1994,5,4,9
1994,4,12,16
1994,8,0,8
1994,4,0,4
1994,3,12,15
1994,7,10,17
1994,5,4,9
1994,5,0,5
1994,3,11,14
1994,4,2,6
1994,8,4,12
1994,7,0,7
1994,16,10,26
1994,7,1,8
1994,2,1,3
1994,8,7,15
1994,2,11,13
1994,5,0,5
1994,4,10,14
1994,4,3,7
1994,6,4,10
1994,4,3,7
1994,6,3,9
1994,3,2,5
1994,4,1,5
1994,15,10,25
1994,5,10,15
1994,5,1,6
1994,3,2,5
1994,6,2,8
1994,7,4,11
1994,6,10,16
1994,6,3,9
1994,7,6,13
1994,2,0,2
1994,8,3,11
1994,6,4,10
1994,6,5,11
1994,8,7,15
1994,6,1,7
1994,5,4,9
1994,6,4,10
1994,7,6,13
1994,4,12,16
1994,11,1,12
1994,5,2,7
1994,6,5,11
1994,2,1,3
1994,3,2,5
1994,3,2,5
1994,4,14,18
1994,6,1,7
1994,5,3,8
1994,3,2,5
1994,5,3,8
1994,7,4,11
1994,4,10,14
1994,5,3,8
1994,4,3,7
1994,4,3,7
1994,6,5,11
1994,4,2,6
1994,5,1,6
1994,4,3,7
1994,8,5,13
1994,5,12,17
1994,2,1,3
1994,5,2,7
1994,6,3,9
1994,1,0,1
1994,4,0,4
1994,4,12,16
1994,3,1,4
1994,7,17,24
1994,8,1,9
1994,2,1,3
1994,6,2,8
1994,4,0,4
1994,3,2,5
1994,5,3,8
1994,2,0,2
1994,13,0,13
1994,5,10,15
1994,8,6,14
1994,8,6,14
1994,8,7,15
1994,8,1,9
1994,2,1,3
1994,4,0,4
1995,8,7,15
1995,5,12,17
1995,9,0,9
1995,5,4,9
1995,7,1,8
1995,9,11,20
1995,4,2,6
1995,5,1,6
1995,3,12,15
1995,8,6,14
1995,6,2,8
1995,2,10,12
1995,7,6,13
1995,13,1,14
1995,6,4,10
1995,9,4,13
1995,6,5,11
1995,8,7,15
1995,7,4,11
1995,2,1,3
1995,13,1,14
1995,3,0,3
1995,6,2,8
1995,6,11,17
1995,7,1,8
1995,4,10,14
1995,4,3,7
1995,2,1,3
1995,4,1,5
1995,9,1,10
1995,8,7,15
1995,9,12,21
1995,8,10,18
1995,5,2,7
1995,8,7,15
1995,9,2,11
1995,4,0,4
1995,9,10,19
1995,7,6,13
1995,8,0,8
1995,5,4,9
1995,2,1,3
1995,3,10,13
1995,4,3,7
1995,8,2,10
1995,7,13,20
1995,5,4,9
1995,3,2,5
1995,9,5,14
1995,11,1,12
1995,1,0,1
1995,6,5,11
1995,3,0,3
1995,17,11,28
1995,4,2,6
1995,3,1,4
1995,9,3,12
1995,6,3,9
1995,4,3,7
1995,6,3,9
1995,3,0,3
1995,7,6,13
1995,10,1,11
1995,3,10,13
1995,7,6,13
1995,5,3,8
1995,7,0,7
1995,8,3,11
1995,5,3,8
1995,7,0,7
1995,4,0,4
1995,4,1,5
1995,2,0,2
1995,2,0,2
1995,5,2,7
1995,6,0,6
1995,6,5,11
1995,11,1,12
1995,7,1,8
1995,4,3,7
1995,9,6,15
1995,8,0,8
1995,4,3,7
1995,7,6,13
1995,3,15,18
1995,9,8,17
1995,7,4,11
1995,8,7,15
1995,2,11,13
1995,7,2,9
1995,7,12,19
1995,7,14,21
1995,6,4,10
1995,9,10,19
1995,3,1,4
1995,4,3,7
1995,7,6,13
1995,8,6,14
1995,5,1,6
1995,8,7,15
1995,5,2,7
1995,9,6,15
1995,6,4,10
1995,4,3,7
1995,6,3,9
1995,6,0,6
1995,5,1,6
1995,5,3,8
1995,5,4,9
1995,6,4,10
1995,9,4,13
1995,9,2,11
1995,10,0,10
1995,3,1,4
1995,3,0,3
1995,5,1,6
1995,6,4,10
1995,7,10,17
1995,6,11,17
1995,6,4,10
1995,9,4,13
1995,8,4,12
1995,9,2,11
1995,9,4,13
1995,3,1,4
1995,7,3,10
1995,7,5,12
1995,7,4,11
1995,13,11,24
1995,5,2,7
1995,17,11,28
1995,5,3,8
1995,3,10,13
1995,5,2,7
1995,4,2,6
1995,5,13,18
1995,6,13,19
1995,7,5,12
1995,5,4,9
1995,6,2,8
1995,3,2,5
1995,7,5,12
1995,8,4,12
1995,9,10,19
1995,12,10,22
1995,12,1,13
1995,9,3,12
1995,9,1,10
1995,8,6,14
1995,4,3,7
1995,4,11,15
1995,6,5,11
1995,3,2,5
1995,4,2,6
1995,6,2,8
1995,7,5,12
1995,7,4,11
1995,6,3,9
1995,5,2,7
1995,7,4,11
1995,4,3,7
1995,3,2,5
1995,6,1,7
1995,10,0,10
1995,6,10,16
1995,9,1,10
1995,4,2,6
1995,3,2,5
1995,7,5,12
1995,8,3,11
1995,6,13,19
1995,9,2,11
1995,3,0,3
1995,9,6,15
1995,6,2,8
1995,2,11,13
1995,8,7,15
1995,3,2,5
1995,8,5,13
1995,3,0,3
1995,2,13,15
1995,5,2,7
1995,7,4,11
1995,10,1,11
1995,3,1,4
1995,11,1,12
1995,6,4,10
1995,6,2,8
1995,4,10,14
1995,3,1,4
1995,8,0,8
1995,5,3,8
1995,3,1,4
1995,13,1,14
1995,4,12,16
1995,12,11,23
1995,5,4,9
1995,3,2,5
1995,2,12,14
1995,8,4,12
1995,6,10,16
1995,5,2,7
1995,3,2,5
1995,8,4,12
1995,5,14,19
1995,9,5,14
1995,9,6,15
1995,6,4,10
1995,9,4,13
1995,6,1,7
1995,9,6,15
1995,6,1,7
1995,6,4,10
1995,5,0,5
1995,8,2,10
1995,7,5,12
1995,4,2,6
1995,3,2,5
1995,10,0,10
1995,5,13,18
1995,6,1,7
1995,6,5,11
1995,6,4,10
1995,5,3,8
1995,5,3,8
1995,3,1,4
1995,3,2,5
1995,9,7,16
1995,6,3,9
1995,5,2,7
1995,8,1,9
1995,6,5,11
1995,8,3,11
1995,3,12,15
1995,3,2,5
1995,2,10,12
1995,2,1,3
1995,8,3,11
1995,4,0,4
1995,9,1,10
1995,4,0,4
1995,9,6,15
1995,5,3,8
1995,7,5,12
1995,6,1,7
1995,4,12,16
1995,3,15,18
1995,9,8,17
1995,7,1,8
1995,9,7,16
1995,1,0,1
1995,4,2,6
1995,2,0,2
1995,5,0,5
1995,9,6,15
1995,7,3,10
1995,5,10,15
1995,1,0,1
1995,2,0,2
1995,6,1,7
1995,6,5,11
1995,7,4,11
1995,6,4,10
1995,3,1,4
1995,7,2,9
1995,4,0,4
1995,3,2,5
1995,8,2,10
1995,7,3,10
1995,6,2,8
1995,2,1,3
1995,2,1,3
1995,7,12,19
1995,3,2,5
1995,3,2,5
1995,4,3,7
1995,4,2,6
1995,8,1,9
1995,3,2,5
1995,7,6,13
1995,9,15,24
1995,4,2,6
1995,6,2,8
1995,4,0,4
1995,9,5,14
1995,6,5,11
1995,2,0,2
1995,4,2,6
1995,2,10,12
1995,3,10,13
1995,7,3,10
1995,8,6,14
1995,7,5,12
1995,5,1,6
1995,8,6,14
1995,6,5,11
1995,1,0,1
1995,8,7,15
1995,7,5,12
1995,7,5,12
1995,9,10,19
1995,6,10,16
1995,2,1,3
1995,11,1,12
1995,7,1,8
1995,6,10,16
1995,7,2,9
1995,8,10,18
1995,9,6,15
1995,7,10,17
1995,7,6,13
1995,5,1,6
1995,12,10,22
1995,8,6,14
1995,5,2,7
1995,2,1,3
1995,5,2,7
1995,7,2,9
1995,2,1,3
1995,5,2,7
1995,5,0,5
1995,5,3,8
1995,6,1,7
1995,9,7,16
1995,6,0,6
1995,3,2,5
1995,7,5,12
1995,9,8,17
1995,8,10,18
1995,5,2,7
1995,7,0,7
1995,10,0,10
1995,5,10,15
1995,5,3,8
1995,7,6,13
1995,6,4,10
1995,6,4,10
1995,6,4,10
1995,8,1,9
1995,6,5,11
1995,6,1,7
1995,5,4,9
1995,7,1,8
1995,6,10,16
1995,3,1,4
1995,8,10,18
1995,6,13,19
1995,4,2,6
1995,7,5,12
1995,5,3,8
1995,3,14,17
1995,3,2,5
1995,5,0,5
1995,5,3,8
1995,2,1,3
1995,6,15,21
1995,9,5,14
1995,8,5,13
1995,2,15,17
1995,6,2,8
1995,4,3,7
1995,3,1,4
1995,4,3,7
1995,3,0,3
1995,9,6,15
1995,3,1,4
1995,3,1,4
1995,4,3,7
1995,4,1,5
1995,8,3,11
1995,5,3,8
1995,8,7,15
1995,8,3,11
1995,8,3,11
1995,6,5,11
1995,9,4,13
1995,6,4,10
1995,4,3,7
1995,2,0,2
1995,4,2,6
1995,8,3,11
1995,4,3,7
1995,7,4,11
1995,12,1,13
1995,3,1,4
1995,1,0,1
1995,3,2,5
1995,3,1,4
1995,2,1,3
1995,6,3,9
1995,3,0,3
1995,5,4,9
1995,9,4,13
1995,4,11,15
1995,5,2,7
1995,3,0,3
1995,8,3,11
1995,8,13,21
1995,14,12,26
1995,3,1,4
1995,7,4,11
1995,4,2,6
1995,5,1,6
1995,5,1,6
1995,4,1,5
1995,5,13,18
1995,6,3,9
1995,5,2,7
1995,9,2,11
1995,5,4,9
1995,6,5,11
1995,2,1,3
1995,7,6,13
1995,9,7,16
1995,12,0,12
1995,7,5,12
1995,6,11,17
1995,3,2,5
1995,9,6,15
1995,8,6,14
1995,8,7,15
1995,6,5,11
1995,5,4,9
1995,5,4,9
1995,2,1,3
1995,7,6,13
1995,5,3,8
1995,4,3,7
1995,8,0,8
1995,1,0,1
1995,5,0,5
1995,4,2,6
1995,7,3,10
1995,8,5,13
1995,8,6,14
1995,5,3,8
1995,4,1,5
1995,6,3,9
1995,7,4,11
1995,4,2,6
1995,8,1,9
1995,5,4,9
1995,7,5,12
1995,6,5,11
1995,4,1,5
1995,11,1,12
1995,9,11,20
1995,5,3,8
1995,5,3,8
1995,6,3,9
1995,7,4,11
1995,6,2,8
1995,5,3,8
1995,5,3,8
1995,6,3,9
1995,7,2,9
1995,2,1,3
1995,6,5,11
1995,5,4,9
1995,7,10,17
1995,5,0,5
1995,7,4,11
1995,5,1,6
1995,3,2,5
1995,2,1,3
1995,3,2,5
1995,7,1,8
1995,4,2,6
1995,6,5,11
1995,2,1,3
1995,9,5,14
1995,8,10,18
1995,6,10,16
1995,8,4,12
1995,3,0,3
1995,7,6,13
1995,5,4,9
1995,2,1,3
1995,5,3,8
1995,4,2,6
1995,1,0,1
1995,3,1,4
1995,4,0,4
1995,6,2,8
1995,6,14,20
1995,2,1,3
1995,8,5,13
1995,4,0,4
1995,9,8,17
1995,4,1,5
1995,5,3,8
1995,4,3,7
1995,5,3,8
1995,3,11,14
1995,8,4,12
1995,4,0,4
1995,7,2,9
1995,7,5,12
1995,2,0,2
1995,3,2,5
1995,3,2,5
1995,3,2,5
1995,8,0,8
1995,9,5,14
1995,6,5,11
1995,3,1,4
1995,5,11,16
1995,5,4,9
1995,7,2,9
1995,4,1,5
1995,3,17,20
1995,6,12,18
1995,3,12,15
1995,6,4,10
1995,2,1,3
1995,4,3,7
1995,5,4,9
1995,7,6,13
1995,5,1,6
1995,5,13,18
1995,8,6,14
1995,1,0,1
1995,2,1,3
1995,2,1,3
1995,4,3,7
1995,2,10,12
1995,5,1,6
1995,4,3,7
1995,7,3,10
1995,3,2,5
1995,7,3,10
1995,8,3,11
1995,7,1,8
1995,6,3,9
1995,6,1,7
1995,7,1,8
1995,9,8,17
1995,4,10,14
1995,8,2,10
1995,8,10,18
1995,5,3,8
1995,7,3,10
1995,6,3,9
1995,8,7,15
1995,9,2,11
1995,8,3,11
1995,9,6,15
1995,9,10,19
1995,3,2,5
1995,4,10,14
1995,4,1,5
1995,2,1,3
1995,5,4,9
1995,5,2,7
1995,4,0,4
1995,7,4,11
1995,6,5,11
1995,11,1,12
1995,8,4,12
1995,9,3,12
1995,6,1,7
1995,7,3,10
1995,6,2,8
1995,8,5,13
1995,3,0,3
1995,6,2,8
1995,3,2,5
1995,8,2,10
1995,3,0,3
1995,6,1,7
1995,7,5,12
1995,3,2,5
1995,4,2,6
1995,5,11,16
1995,8,4,12
1995,5,4,9
1995,8,1,9
1995,5,1,6
1995,4,3,7
1995,3,2,5
1995,3,2,5
1995,2,1,3
1995,5,11,16
1995,8,2,10
1995,7,10,17
1995,6,3,9
1995,8,10,18
1995,3,2,5
1995,9,1,10
1995,4,3,7
1995,6,11,17
1995,6,1,7
1995,4,2,6
1995,1,0,1
1995,9,10,19
1995,4,3,7
1995,7,2,9
1995,8,4,12
1995,11,0,11
1995,6,4,10
1995,4,10,14
1995,2,14,16
1995,2,11,13
1995,7,3,10
1995,7,6,13
1995,6,5,11
1995,5,3,8
1995,3,1,4
1995,3,2,5
1995,7,11,18
1995,8,5,13
1995,4,3,7
1995,5,2,7
1995,4,10,14
1995,3,12,15
1995,4,2,6
1995,7,3,10
1995,4,0,4
1995,8,5,13
1995,9,5,14
1995,8,5,13
1995,2,1,3
1995,3,0,3
1995,5,3,8
1995,5,1,6
1995,3,1,4
1995,9,2,11
1995,2,0,2
1995,5,4,9
1995,7,0,7
1995,4,2,6
1995,7,11,18
1995,2,1,3
1995,4,3,7
1995,2,0,2
1995,6,3,9
1995,4,2,6
1995,2,0,2
1995,5,3,8
1995,7,5,12
1995,3,1,4
1995,2,1,3
1995,4,12,16
1995,10,1,11
1995,6,5,11
1995,7,3,10
1995,9,1,10
1995,4,3,7
1995,5,12,17
1995,5,4,9
1995,7,4,11
1995,7,1,8
1995,5,3,8
1995,7,3,10
1995,7,5,12
1995,4,11,15
1995,8,11,19
1995,6,4,10
1995,4,1,5
1995,4,3,7
1995,4,2,6
1995,8,4,12
1995,6,0,6
1995,7,10,17
1995,9,5,14
1995,9,4,13
1995,8,10,18
1995,4,10,14
1995,3,1,4
1995,5,3,8
1995,2,0,2
1995,2,1,3
1995,6,1,7
1995,7,2,9
1995,5,4,9
1995,8,5,13
1995,8,6,14
1995,10,0,10
1995,4,3,7
1995,7,2,9
1995,6,4,10
1995,6,3,9
1995,6,3,9
1995,8,5,13
1995,8,2,10
1995,5,3,8
1995,5,2,7
1995,8,7,15
1995,3,2,5
1995,9,5,14
1995,2,10,12
1995,9,2,11
1995,7,2,9
1995,8,6,14
1995,7,4,11
1995,8,2,10
1995,5,2,7
1995,5,3,8
1995,7,2,9
1995,7,0,7
1995,5,3,8
1995,2,1,3
1995,6,3,9
1995,5,4,9
1995,3,1,4
1995,3,1,4
1995,6,3,9
1995,1,0,1
1995,5,3,8
1995,6,2,8
1995,3,2,5
1995,6,5,11
1995,1,0,1
1995,10,1,11
1995,9,10,19
1995,4,1,5
1995,3,2,5
1995,9,8,17
1995,2,13,15
1995,7,6,13
1995,8,2,10
1995,3,2,5
1995,9,0,9
1995,9,3,12
1995,7,5,12
1995,5,12,17
1995,4,16,20
1995,5,2,7
1995,3,2,5
1995,4,0,4
1995,7,2,9
1995,2,0,2
1995,6,2,8
1995,3,2,5
1995,4,14,18
1995,7,1,8
1995,7,4,11
1995,5,4,9
1995,6,5,11
1995,8,3,11
1995,5,2,7
1995,7,2,9
1995,5,2,7
1995,6,5,11
1995,7,0,7
1995,5,0,5
1995,2,10,12
1995,2,0,2
1995,3,2,5
1995,9,10,19
1995,6,5,11
1995,4,2,6
1995,10,1,11
1995,3,2,5
1995,5,1,6
1995,6,3,9
1995,6,19,25
1995,3,2,5
1995,1,0,1
1995,8,2,10
1995,3,11,14
1995,7,5,12
1995,5,3,8
1995,6,2,8
1995,4,3,7
1995,4,3,7
1995,8,6,14
1995,9,4,13
1995,11,0,11
1995,2,0,2
1995,8,5,13
1995,2,0,2
1995,6,5,11
1995,7,3,10
1995,7,3,10
1995,4,3,7
1995,3,0,3
1995,6,5,11
1995,6,5,11
1995,2,0,2
1995,6,2,8
1995,7,1,8
1995,3,14,17
1995,3,11,14
1995,8,6,14
1995,7,1,8
1995,3,12,15
1995,6,4,10
1995,5,1,6
1995,6,10,16
1995,4,3,7
1995,8,4,12
1995,3,10,13
1995,8,3,11
1995,9,0,9
1995,5,2,7
1995,8,2,10
1995,4,2,6
1995,4,3,7
1995,8,4,12
1995,1,0,1
1995,7,5,12
1995,2,1,3
1995,9,8,17
1995,7,1,8
1995,6,4,10
1995,3,0,3
1995,17,13,30
1995,5,10,15
1995,4,10,14
1995,5,2,7
1995,4,20,24
1995,5,1,6
1995,7,6,13
1995,3,1,4
1995,10,1,11
1995,9,12,21
1995,1,0,1
1995,2,1,3
1995,6,12,18
1995,4,1,5
1995,7,6,13
1995,8,5,13
1995,3,1,4
1995,2,10,12
1995,7,6,13
1995,6,5,11
1995,2,11,13
1995,8,7,15
1995,8,11,19
1995,11,0,11
1995,5,11,16
1995,5,4,9
1995,3,1,4
1995,6,5,11
1995,5,4,9
1995,5,1,6
1995,3,1,4
1995,2,0,2
1995,4,1,5
1995,6,2,8
1995,12,11,23
1995,7,6,13
1995,7,6,13
1995,5,3,8
1995,6,5,11
1995,10,1,11
1995,7,6,13
1995,7,0,7
1995,4,1,5
1995,7,1,8
1995,5,3,8
1995,4,3,7
1995,3,15,18
1995,9,7,16
1995,9,4,13
1995,4,2,6
1995,8,4,12
1995,8,7,15
1995,9,1,10
1995,15,10,25
1995,4,2,6
1995,5,2,7
1995,5,12,17
1995,4,2,6
1995,7,3,10
1995,4,10,14
1995,6,0,6
1995,3,2,5
1995,6,3,9
1995,14,0,14
1995,4,1,5
1995,6,10,16
1995,7,6,13
1995,8,16,24
1995,9,8,17
1995,6,4,10
1995,6,5,11
1995,3,0,3
1995,5,3,8
1995,7,0,7
1995,5,0,5
1995,4,1,5
1995,8,2,10
1995,6,5,11
1995,5,11,16
1995,9,0,9
1995,2,0,2
1995,4,2,6
1995,8,6,14
1995,7,4,11
1995,3,2,5
1995,5,4,9
1995,8,2,10
1995,7,4,11
1995,4,3,7
1995,1,0,1
1995,10,1,11
1995,2,1,3
1995,7,5,12
1995,8,1,9
1995,9,6,15
1995,5,12,17
1995,5,4,9
1995,6,4,10
1995,8,4,12
1995,5,2,7
1995,5,10,15
1995,3,2,5
1995,5,2,7
1995,8,4,12
1995,9,3,12
1995,5,2,7
1995,4,2,6
1995,5,3,8
1995,7,12,19
1995,3,1,4
1995,5,4,9
1995,5,4,9
1995,4,2,6
1995,8,2,10
1995,9,8,17
1995,4,0,4
1995,10,0,10
1995,9,4,13
1995,1,0,1
1995,5,2,7
1995,2,12,14
1995,7,3,10
1995,8,3,11
1995,4,1,5
1995,3,2,5
1995,4,1,5
1995,9,5,14
1995,9,6,15
1995,6,3,9
1995,3,1,4
1995,3,2,5
1995,3,2,5
1995,7,3,10
1995,3,2,5
1995,9,7,16
1995,2,11,13
1995,8,0,8
1995,9,3,12
1995,4,1,5
1995,4,2,6
1995,9,2,11
1995,7,0,7
1995,7,3,10
1995,7,6,13
1995,6,3,9
1995,6,0,6
1995,5,4,9
1995,8,2,10
1995,3,2,5
1995,9,1,10
1995,7,4,11
1995,4,3,7
1995,2,1,3
1995,9,8,17
1995,9,8,17
1995,5,11,16
1995,8,5,13
